RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   42   47     0     0  con    0  1.0D+00  7.4D-02  4.655D+00  4.101D+01
   43   49     0     0  con    1  2.1D-01  4.0D-02  9.960D+00  4.095D+01
   44   50     0     0  con    0  1.0D+00  4.5D-02  3.722D+00  4.084D+01
   45   51     0     0  con    0  1.0D+00  1.9D-02  3.999D+00  4.079D+01
   46   52     0     0  con    0  1.0D+00  5.5D-02  4.810D+00  4.068D+01
   47   53     0     0  con    0  1.0D+00  9.5D-02  6.118D+00  4.052D+01
   48   55     0     0  con    1  1.1D-01  1.9D-02  7.836D+00  4.048D+01
   49   56     0     0  con    0  1.0D+00  6.9D-02  4.338D+00  4.038D+01
   50   57     0     0  con    0  1.0D+00  3.8D-02  4.310D+00  4.032D+01
   51   59     0     0  con    1  2.4D-01  2.3D-02  7.745D+00  4.029D+01
   52   60     0     0  con    0  1.0D+00  2.0D-02  6.523D+00  4.024D+01
   53   61     0     0  con    0  1.0D+00  5.8D-02  3.743D+00  4.009D+01
   54   62     0     0  con    0  1.0D+00  4.4D-02  8.505D+00  4.001D+01
   55   63     0     0  con    0  1.0D+00  4.5D-02  6.597D+00  3.997D+01
   56   64     0     0  con    0  1.0D+00  3.2D-02  5.197D+00  3.992D+01
   57   65     0     0  con    0  1.0D+00  1.8D-02  4.262D+00  3.989D+01
   58   66     0     0  con    0  1.0D+00  3.9D-02  4.623D+00  3.976D+01
   59   67     0     0  con    0  1.0D+00  9.9D-02  6.648D+00  3.958D+01
   60   69     0     0  con    1  1.7D-01  2.5D-02  4.250D+00  3.954D+01
   61   70     0     0  con    0  1.0D+00  8.5D-02  4.772D+00  3.943D+01
   62   72     0     0  con    1  4.5D-01  5.4D-02  9.058D+00  3.934D+01
   63   73     0     0  con    0  1.0D+00  1.1D-01  7.377D+00  3.922D+01
   64   74     0     0  con    0  1.0D+00  2.6D-02  6.210D+00  3.918D+01
   65   75     0     0  con    0  1.0D+00  4.6D-02  7.999D+00  3.910D+01
   66   76     0     0  con    0  1.0D+00  5.2D-02  6.632D+00  3.906D+01
   67   77     0     0  con    0  1.0D+00  8.4D-03  3.285D+00  3.904D+01
   68   78     0     0  con    0  1.0D+00  1.6D-02  2.902D+00  3.901D+01
   69   79     0     0  con    0  1.0D+00  3.8D-02  3.889D+00  3.898D+01
   70   80     0     0  con    0  1.0D+00  6.6D-02  4.323D+00  3.890D+01
   71   81     0     0  con    0  1.0D+00  1.4D-01  6.308D+00  3.882D+01
   72   82     0     0  con    0  1.0D+00  1.4D-01  5.386D+00  3.871D+01
   73   83     0     0  con    0  1.0D+00  3.2D-02  2.333D+00  3.866D+01
   74   84     0     0  con    0  1.0D+00  2.1D-02  2.915D+00  3.863D+01
   75   86     0     0  con    1  4.3D-01  1.8D-02  4.813D+00  3.861D+01
   76   87     0     0  con    0  1.0D+00  2.2D-02  3.398D+00  3.860D+01
   77   88     0     0  con    0  1.0D+00  5.8D-02  2.653D+00  3.856D+01
   78   89     0     0  con    0  1.0D+00  2.2D-02  2.305D+00  3.855D+01
   79   90     0     0  con    0  1.0D+00  5.8D-02  9.184D+00  3.854D+01
   80   91     0     0  con    0  1.0D+00  3.1D-02  2.638D+00  3.849D+01
   81   92     0     0  con    0  1.0D+00  7.6D-03  3.072D+00  3.848D+01
   82   93     0     0  con    0  1.0D+00  9.5D-03  4.257D+00  3.846D+01
   83   94     0     0  con    0  1.0D+00  2.7D-02  4.095D+00  3.842D+01
   84   95     0     0  con    0  1.0D+00  4.9D-02  3.207D+00  3.835D+01
   85   97     0     0  con    1  3.0D-01  4.5D-02  5.549D+00  3.832D+01
   86   98     0     0  con    0  1.0D+00  2.2D-02  4.624D+00  3.830D+01
   87   99     0     0  con    0  1.0D+00  9.8D-03  3.254D+00  3.828D+01
   88  100     0     0  con    0  1.0D+00  8.8D-03  2.492D+00  3.826D+01
   89  101     0     0  con    0  1.0D+00  1.5D-02  3.544D+00  3.823D+01
   90  102     0     0  con    0  1.0D+00  5.0D-02  3.244D+00  3.819D+01
   91  104     0     0  con    1  1.7D-01  2.9D-02  6.331D+00  3.817D+01
   92  105     0     0  con    0  1.0D+00  6.4D-02  3.512D+00  3.814D+01
   93  106     0     0  con    0  1.0D+00  5.6D-02  2.609D+00  3.811D+01
   94  107     0     0  con    0  1.0D+00  6.3D-02  3.094D+00  3.808D+01
   95  108     0     0  con    0  1.0D+00  3.3D-02  2.810D+00  3.806D+01
   96  109     0     0  con    0  1.0D+00  9.3D-02  2.923D+00  3.801D+01
   97  111     0     0  con    1  6.6D-02  1.0D-02  4.586D+00  3.800D+01
   98  112     0     0  con    0  1.0D+00  4.6D-02  2.717D+00  3.798D+01
   99  113     0     0  con    0  1.0D+00  1.9D-02  1.786D+00  3.796D+01
  100  114     0     0  con    0  1.0D+00  1.9D-02  3.459D+00  3.794D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 5.099E-01 seconds.

